Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor,Date,MarketShare
ScheduledDomestic,Total Domestic,2015,4,53256,88373.59,48021.0,6538477.0,6203034.851,7436234.343,83.416,35202.8,3826.0,39028.8,540764.953,40574.206,4305.02,585644.179,767892.561,76.266,2015-04-01,50.0
ScheduledDomestic,Total Domestic,2015,5,56190,91562.63,50467.576,7097141.0,6807929.775,7829387.744,86.954,39544.4,2781.0,42325.4,592576.145,46518.381,2825.02,641919.546,811030.74,79.149,2015-05-01,50.0
ScheduledDomestic,Total Domestic,2015,6,54710,91413.55,47452.134,6568843.0,6280207.833,7626840.334,82.344,36764.692,2948.0,39712.692,546580.775,42854.516,3061.01,592496.302,788141.672,75.176,2015-06-01,50.0
ScheduledDomestic,Total Domestic,2015,7,57078,95562.85,51375.6,6747792.0,6372872.705,7947282.88,80.189,39968.79,2717.439,42686.229,554366.532,47048.307,2790.02,604204.859,847199.591,71.318,2015-07-01,50.0
ScheduledDomestic,Total Domestic,2015,8,57561,95132.48,51733.756,6735367.0,6335025.881,8020098.189,78.989,39438.49,2609.385,42047.875,551476.876,46308.753,2646.0,600431.629,858084.543,69.973,2015-08-01,50.0
ScheduledDomestic,Total Domestic,2015,9,56510,92384.81,50535.547,6637323.0,6232045.801,7856778.92,79.321,39080.19,2375.0,41455.19,543339.439,45654.362,2423.0,591416.801,837682.293,70.602,2015-09-01,50.0
ScheduledDomestic,Total Domestic,2015,10,59137,97315.67,52668.747,7008489.0,6678597.0,8295454.0,80.509,42642.231,2536.0,45178.231,581115.294,49370.323,2565.0,633050.617,882860.643,71.704,2015-10-01,50.0
ScheduledDomestic,Total Domestic,2015,11,59057,97334.73,51821.244,7289547.0,6954948.941,8353212.637,83.261,37611.022,2555.91,40166.932,603940.83,43177.531,2609.01,649727.371,887690.877,73.193,2015-11-01,50.0
ScheduledDomestic,Total Domestic,2015,12,58821,97684.9,52130.375,7674872.0,7331974.138,8430149.927,86.973,39213.76,2541.0,41754.76,636397.92,45461.877,2557.02,684416.817,897349.106,76.271,2015-12-01,50.0
ScheduledDomestic,Total Domestic,2016,1,60969,101540.73,53930.956,7620879.0,7270990.743,8629425.822,84.258,49179.02,2656.076,51835.096,630077.543,8950903.947,2748.01,9583729.5,14032225.5,68.298,2016-01-01,50.0
ScheduledDomestic,Total Domestic,2016,2,58590,97464.566,52415.85,7443543.0,7043336.554,8301185.709,84.847,48016.342,2537.08,50553.422,611126.425,10608299.075,2638.02,11222063.52,16302899.409,68.835,2016-02-01,50.0
ScheduledDomestic,Total Domestic,2016,3,63444,105991.29,56227.491,7835402.0,7454918.115,9001984.711,82.814,48360.98,2688.06,51049.04,645399.349,10813371.454,2743.08,11461513.883,17087852.953,67.074,2016-03-01,50.0
ScheduledDomestic,Total Domestic,2016,4,63017,104680.697,55792.901,7896940.0,7530391.951,8961422.877,84.031,45899.36,2590.06,48489.42,653894.725,9813963.504,2577.01,10470435.239,16338431.083,64.085,2016-04-01,50.0
ScheduledDomestic,Total Domestic,2016,5,66878,111832.976,59250.207,8623381.0,8231315.375,9523014.887,86.436,49454.244,2663.06,52117.304,714792.829,10744376.843,2649.01,11461818.682,17105924.76,67.005,2016-05-01,50.0
ScheduledDomestic,Total Domestic,2016,6,65144,109407.942,57873.488,7933791.0,7567262.794,9342122.412,81.002,49327.34,2893.0,52220.34,656782.099,10772869.711,2886.0,11432537.81,17081934.478,66.928,2016-06-01,50.0
ScheduledDomestic,Total Domestic,2016,7,66859,112375.664,59142.466,8475231.0,8041828.018,9558741.97,84.131,49877.45,3280.0,53157.45,699278.046,10626472.684,3530.0,11329280.73,17007907.34,66.612,2016-07-01,50.0
ScheduledDomestic,Total Domestic,2016,8,66620,111550.706,59024.619,8349518.0,7837666.769,9530347.514,82.239,49825.65,3342.0,53167.65,676468.418,11531962.193,3405.0,12211835.611,18285522.83,66.784,2016-08-01,50.0
ScheduledDomestic,Total Domestic,2016,9,65251,108061.493,57828.856,8198645.0,7714374.897,9347550.224,82.528,52587.72,3155.06,55742.78,670212.893,11547505.764,3257.09,12220975.747,17561114.242,69.591,2016-09-01,50.0
ScheduledDomestic,Total Domestic,2016,10,70121,116108.409,62374.938,8640189.0,8182443.924,10090029.19,81.094,57617.92,3213.06,60830.98,710288.402,13144083.018,3221.09,13857592.51,21557267.832,64.283,2016-10-01,50.0
ScheduledDomestic,Total Domestic,2016,11,69012,116256.829,61756.524,8941496.0,8496468.113,10056849.79,84.484,46445.77,2734.06,49179.83,737468.541,10435171.123,2751.09,11175390.754,16570665.022,67.441,2016-11-01,50.0
ScheduledDomestic,Total Domestic,2016,12,70274,118384.776,63094.635,9516243.0,9078808.37,10236945.08,88.687,50507.22,2327.06,52834.28,790976.578,11502345.689,2353.695,12295675.962,17926162.274,68.591,2016-12-01,50.0
ScheduledDomestic,Total Domestic,2017,1,70749,120523.478,63579.148,9548612.0,9184893.23,10406549.36,88.261,48824.16,3270.0,52094.16,795626.373,10832198.401,3266.032,11631090.806,17246089.338,67.442,2017-01-01,50.761439238044574
ScheduledDomestic,Total Domestic,2017,2,64556,109411.313,57856.886,8616856.0,8227608.062,9439258.25,87.164,46644.92,3261.0,49905.92,713118.384,9805596.61,3214.0,10521928.994,15934864.623,66.031,2017-02-01,50.70027206913756
ScheduledDomestic,Total Domestic,2017,3,71713,120620.829,63773.894,9007696.0,8548137.373,10452015.6,81.785,54709.76,3271.0,57980.76,738475.05,10942055.11,3255.0,11683785.16,17017661.239,68.657,2017-03-01,50.797470507373774
ScheduledDomestic,Total Domestic,2017,4,69474,117314.779,61814.472,9100687.0,8688833.638,10155279.19,85.56,50135.11,2780.0,52915.11,751794.0,9868041.8,2829.0,10622664.8,15943931.77,66.625,2017-04-01,50.83288136445262
ScheduledDomestic,Total Domestic,2017,5,74578,125749.143,66479.532,10140073.0,9716981.73,10934374.14,88.866,54771.83,2886.0,57657.83,840004.07,10977512.44,3013.0,11820529.51,16997962.88,69.541,2017-05-01,50.8325423181628
ScheduledDomestic,Total Domestic,2017,6,72739,122744.693,64788.538,9536983.0,9143756.305,10640306.35,85.935,55246.67,2941.0,58187.67,790524.54,11157191.59,3001.0,11950717.13,16853609.9,70.909,2017-06-01,50.93663870353979
ScheduledDomestic,Total Domestic,2017,7,74715,126025.309,66454.071,9533226.0,8995059.57,10812394.44,83.192,55356.07,3103.0,58459.07,777248.0,10886224.32,3169.0,11666641.32,16550099.271,70.493,2017-07-01,50.914720852360475
ScheduledDomestic,Total Domestic,2017,8,74902,125519.67,66855.056,9663380.0,9092204.22,10884014.64,83.537,56354.81,3024.457,59379.267,784035.92,11112539.45,3061.0,11899636.37,16926861.93,70.3,2017-08-01,51.09950569795515
ScheduledDomestic,Total Domestic,2017,9,73772,123288.15,66205.652,9550493.0,9066246.79,10732175.99,84.477,60811.752,3138.0,63949.752,791605.743,12356407.92,3235.0,13151248.663,18598501.485,70.711,2017-09-01,51.05409776456605
ScheduledDomestic,Total Domestic,2017,10,79543,133994.761,71632.46,10418436.0,9894070.789,11664218.84,84.824,57655.01,2912.861,60567.871,862977.33,11173977.73,2947.01,12039902.07,17380180.748,69.274,2017-10-01,51.10786300173184
ScheduledDomestic,Total Domestic,2017,11,75944,129225.742,68276.331,10453411.0,9887558.754,11084914.97,89.198,53769.76,3045.46,56815.22,863146.405,11110669.28,3073.0,11976888.685,17325290.98,69.13,2017-11-01,51.06717803161038
ScheduledDomestic,Total Domestic,2017,12,81306,138668.566,73234.656,11206075.0,10671932.45,11924628.408,89.495,55690.95,3330.823,59021.772,932200.177,11163602.78,3386.0,12099188.957,17058890.168,70.926,2017-12-01,51.124750673842144
ScheduledDomestic,Total Domestic,2018,1,83188,142439.465,74726.02,11448112.0,10825347.397,12154547.72,89.064,51874.126,3326.18,55200.306,950024.513,58660.828,3406.35,1012091.691,1324380.703,76.42,2018-01-01,50.0
ScheduledDomestic,Total Domestic,2018,2,76683,133431.639,68858.34,10720207.0,10139537.764,11144356.73,90.984,50896.616,3013.292,53909.908,886627.992,58177.008,3056.7,947861.7,1210114.2,78.328,2018-02-01,50.0
ScheduledDomestic,Total Domestic,2018,3,85495,146985.873,76830.32,11544833.0,10920177.484,12409988.994,87.995,57453.634,3012.368,60466.001,954137.48,65322.281,3052.3,1022512.061,1347602.837,75.876,2018-03-01,50.0
ScheduledDomestic,Total Domestic,2018,4,83695,145279.463,75328.559,11475498.0,10905934.266,12187071.814,89.488,55367.758,2914.895,58282.653,952352.949,63275.787,2968.46,1018597.196,1330126.954,76.579,2018-04-01,50.0
ScheduledDomestic,Total Domestic,2018,5,88321,154401.316,79654.871,11818634.0,11267295.49,12830892.273,87.814,61818.9,3065.836,64884.736,988072.718,71487.342,3145.0,1062705.06,1416827.184,75.006,2018-05-01,50.0
ScheduledDomestic,Total Domestic,2018,6,86062,155578.77,77744.982,11288337.0,10841706.531,12705768.153,85.329,62701.97,3172.237,65874.207,960240.503,71594.311,3172.7,1035007.514,1392348.029,74.335,2018-06-01,50.0
ScheduledDomestic,Total Domestic,2018,7,86694,155962.539,78703.357,11658023.0,11060615.778,12769860.014,86.615,64481.72,3500.812,67982.532,977368.421,74082.648,3627.553,1055078.622,1403474.591,75.176,2018-07-01,50.0
ScheduledDomestic,Total Domestic,2018,8,87903,151850.736,79614.934,11319216.0,10805587.347,12954826.768,83.41,63029.832,3447.855,66477.686,958064.018,72533.436,3597.75,1034195.204,1448910.444,71.377,2018-08-01,50.0
ScheduledDomestic,Total Domestic,2018,9,87353,154580.703,79710.592,11363706.0,10812669.802,12877618.255,83.965,63831.89,3143.897,66975.786,964006.389,73582.925,3262.913,1040852.226,1441768.097,72.193,2018-09-01,50.0
ScheduledDomestic,Total Domestic,2018,10,92661,161629.501,84296.276,11805382.0,11386615.685,13717681.753,83.007,67357.315,3259.283,70616.598,1004563.225,75290.961,3340.994,1083195.18,1517816.585,71.365,2018-10-01,50.0
ScheduledDomestic,Total Domestic,2018,11,89032,150652.429,81691.725,11606526.0,11190323.201,13299462.92,84.141,55978.358,3307.291,59285.65,990750.797,62451.178,3373.564,1056575.539,1466408.956,72.052,2018-11-01,50.0
ScheduledDomestic,Total Domestic,2018,12,93259,161978.746,85030.173,12649810.0,12242201.326,13992280.197,87.493,58473.772,3678.604,62152.377,1068218.601,65400.009,3663.877,1137282.487,1535056.947,74.087,2018-12-01,50.0
ScheduledDomestic,Total Domestic,2019,1,92783,160917.985,86032.053,12469075.0,12148303.733,14137706.812,85.928,55841.557,3681.078,59522.635,1058423.494,62854.57,3703.424,1124981.488,1537297.295,73.179,2019-01-01,50.0
ScheduledDomestic,Total Domestic,2019,2,81139,140023.118,74971.534,11321549.0,10972362.789,12312813.032,89.113,52269.464,3152.929,55422.393,957124.649,59156.08,3099.828,1019380.557,1338844.955,76.139,2019-02-01,50.0
ScheduledDomestic,Total Domestic,2019,3,85931,145050.633,79384.642,11557816.0,11247421.449,12997825.146,86.533,60422.89,3044.314,63467.205,984153.146,66393.907,2930.991,1053478.044,1420363.503,74.17,2019-03-01,50.0
ScheduledDomestic,Total Domestic,2019,4,81266,136682.409,74866.137,10967168.0,10680724.081,12208063.853,87.489,55830.089,2395.892,58225.982,945195.594,61384.595,2420.104,1009000.293,1333076.696,75.69,2019-04-01,50.0
ScheduledDomestic,Total Domestic,2019,5,87461,146507.009,80898.739,12151749.0,11838529.314,13170834.485,89.884,62405.492,2459.381,64864.873,917378.447,60977.012,2419.849,980775.308,1440425.662,68.089,2019-05-01,50.0
ScheduledDomestic,Total Domestic,2019,6,86456,144405.883,80329.87,11989365.0,11705283.461,13101177.639,89.345,59910.791,2221.98,62132.771,897556.645,57366.78,2180.949,957104.374,1433070.304,66.787,2019-06-01,50.0
ScheduledDomestic,Total Domestic,2019,7,88200,147856.737,81138.376,11863940.0,11405957.149,13214569.811,86.313,62784.364,2439.878,65224.242,873575.278,59299.817,2455.645,935330.74,1446463.861,64.663,2019-07-01,50.0
ScheduledDomestic,Total Domestic,2019,8,88215,149885.1,81376.636,11756732.0,11291303.497,13266357.263,85.112,62890.171,2255.076,65145.247,864039.803,58850.347,2230.24,925120.39,1469330.907,62.962,2019-08-01,50.0
ScheduledDomestic,Total Domestic,2019,9,86221,143535.897,79070.423,11488069.0,11024517.007,12893995.178,85.501,62158.175,1976.081,64134.256,851466.921,58620.724,1946.483,912034.128,1413605.323,64.518,2019-09-01,50.0
ScheduledDomestic,Total Domestic,2019,10,93950,160082.617,86307.415,12280250.0,11871150.641,14206944.505,83.559,65992.625,1933.808,67926.433,932733.463,60649.455,1856.964,995239.882,1901058.547,52.352,2019-10-01,50.0
ScheduledDomestic,Total Domestic,2019,11,92388,157833.317,85169.619,12910135.0,12506421.33,13964081.045,89.561,58258.117,2315.743,60573.86,950807.611,54005.962,2273.77,1007087.343,1615926.266,62.323,2019-11-01,50.0
ScheduledDomestic,Total Domestic,2019,12,94910,163616.02,87198.168,12980408.0,12597794.208,14329674.653,87.914,56773.562,2379.792,59153.354,983424.662,49776.347,2367.27,1035568.278,1963198.032,52.749,2019-12-01,50.0
ScheduledDomestic,Total Domestic,2020,1,95487,167217.917,87578.654,12747591.0,12342405.013,14358228.317,85.961,58354.216,2610.165,60964.382,1103675.247,64658.498,2609.385,1170943.13,1879823.067,62.29,2020-01-01,50.0
ScheduledDomestic,Total Domestic,2020,2,90959,158679.22,82551.621,12331165.0,11864098.131,13521335.062,87.744,56128.236,2533.718,58661.953,1061376.568,62661.626,2526.289,1126564.484,1732838.242,65.013,2020-02-01,50.0
ScheduledDomestic,Total Domestic,2020,3,69310,119352.597,63148.053,7735665.0,7554543.337,10335611.312,73.092,42008.997,438.36,42447.357,672529.592,45388.183,417.645,718335.421,1294166.806,55.506,2020-03-01,50.00018744418687
ScheduledDomestic,Total Domestic,2020,4,188,261.25,202.0,,,,,3341.01,,3341.01,,3874.0,,3874.0,6264.0,61.845,2020-04-01,
ScheduledDomestic,Total Domestic,2020,5,3813,6210.657,3514.592,278417.0,276192.786,543695.401,50.799,11358.149,215.929,11574.078,24009.969,9347.74,189.603,33547.311,70086.66,47.865,2020-05-01,50.0
ScheduledDomestic,Total Domestic,2020,6,22367,36004.4,20230.694,1979472.0,1999995.136,3362585.384,59.478,29829.399,1569.718,31399.117,174106.001,29861.464,1404.1,205371.565,385235.215,53.311,2020-06-01,51.14345146574115
ScheduledDomestic,Total Domestic,2020,7,24770,39807.35,22909.716,2102854.0,2084440.595,3596291.372,57.961,30812.518,1916.173,32728.691,181871.14,33967.243,1698.04,217536.423,411759.266,52.831,2020-07-01,51.07147029257993
ScheduledDomestic,Total Domestic,2020,8,28834,48992.913,26999.941,2826148.0,2818761.814,4290205.499,65.702,33729.967,2087.529,35817.496,246516.918,34933.957,1788.738,283239.614,357243.751,79.285,2020-08-01,50.0
ScheduledDomestic,Total Domestic,2020,9,39628,69573.957,38357.758,3939687.0,4004630.932,6224370.913,64.338,42863.574,2476.152,45339.726,350834.38,49544.763,2071.929,402451.072,671363.986,59.945,2020-09-01,50.0
ScheduledDomestic,Total Domestic,2020,10,49150,86314.683,48124.801,5268696.0,5262536.299,7867784.854,66.887,48879.64,2736.956,51616.596,461228.149,56957.853,2400.046,520586.048,830007.552,62.721,2020-10-01,50.0
ScheduledDomestic,Total Domestic,2020,11,54132,95387.203,52151.589,6342589.0,6310968.174,8687053.394,72.648,46080.014,2522.576,48602.59,555671.574,53283.456,2328.341,611283.37,944701.446,64.707,2020-11-01,50.0
ScheduledDomestic,Total Domestic,2020,12,64002,113831.063,61151.401,7306064.0,7220783.461,10272902.886,70.29,49273.038,3105.901,52378.939,630370.721,56822.05,2975.483,690168.253,1085015.774,63.609,2020-12-01,50.0
ScheduledDomestic,Total Domestic,2021,1,67877,120426.3,64665.562,7704022.0,7568902.449,10933587.318,69.226,46811.353,2381.194,49192.546,657349.64,53987.961,2233.882,713571.483,1148854.716,62.112,2021-01-01,50.0
ScheduledDomestic,Total Domestic,2021,2,64327,113903.507,60788.152,7795243.0,7658045.604,10231200.894,74.85,47951.695,2313.265,50264.96,669831.396,54914.036,2113.819,726859.251,1079400.046,67.339,2021-02-01,50.0
ScheduledDomestic,Total Domestic,2021,3,71458,125840.273,67593.197,7787310.0,7724907.285,11340569.399,68.117,53030.133,2313.0,55343.133,671541.672,60337.929,2246.339,734125.94,1198563.855,61.25,2021-03-01,50.0
ScheduledDomestic,Total Domestic,2021,4,59967,104910.096,57652.871,5647434.0,5728118.78,9575037.095,59.823,47905.847,1901.924,49807.771,498046.387,54427.01,1857.051,554330.448,1018396.959,54.432,2021-04-01,50.0
ScheduledDomestic,Total Domestic,2021,5,27725,47577.02,27134.613,2037372.0,2048225.883,4155486.132,49.29,34618.054,1282.069,35900.123,179235.641,39437.53,1230.479,219903.65,450263.431,48.839,2021-05-01,50.0
ScheduledDomestic,Total Domestic,2021,6,31693,54456.777,30298.538,3028643.0,2923512.618,4658811.882,62.752,38829.374,1588.864,40418.237,256137.739,45727.903,1536.731,303402.372,504022.19,60.196,2021-06-01,50.0
ScheduledDomestic,Total Domestic,2021,7,47692,80539.23,44342.445,4897664.0,4702876.165,7075920.8,66.463,45700.886,1998.186,47699.071,411759.672,53474.879,2020.448,467254.999,783759.867,59.617,2021-07-01,50.0
ScheduledDomestic,Total Domestic,2021,8,58101,98409.27,54053.972,6544056.0,6263456.73,8700658.33,71.988,50342.358,2074.486,52416.844,543359.863,61081.972,2101.897,606543.732,963323.738,62.964,2021-08-01,50.0
ScheduledDomestic,Total Domestic,2021,9,61514,104485.037,56781.246,6891878.0,6577718.636,9095916.092,72.315,52296.968,2075.319,54372.287,570017.422,62791.902,2203.523,635012.847,1006034.709,63.12,2021-09-01,50.0
ScheduledDomestic,Total Domestic,2021,10,72491,117610.847,67690.728,8784144.0,8513938.104,11031288.355,77.18,56495.972,1864.644,58360.616,743977.106,68981.996,2047.276,815006.377,1210735.403,67.315,2021-10-01,50.0
ScheduledDomestic,Total Domestic,2021,11,81620,133035.36,76810.933,10471234.0,10165303.98,12698682.192,80.05,49394.563,2209.286,51603.85,889520.276,60025.808,2465.449,952011.533,1624858.944,58.59,2021-11-01,50.0
ScheduledDomestic,Total Domestic,2021,12,87258,152340.797,82148.041,11156079.0,10816546.432,13602345.165,79.52,55523.452,2398.583,57922.034,943982.367,67329.577,2640.573,1013952.517,1485802.358,68.243,2021-12-01,50.0
ScheduledDomestic,Total Domestic,2022,1,63541,107344.69,59516.357,6410579.0,6257032.427,9572230.255,65.367,47907.635,2397.906,50305.541,542295.784,56757.278,2548.543,601601.605,1049350.859,57.331,2022-01-01,50.0
ScheduledDomestic,Total Domestic,2022,2,57220,97246.117,54491.059,7695734.0,7477779.791,8762407.196,85.339,46893.903,2250.685,49144.588,655346.839,56297.004,2485.009,714128.852,962197.425,74.219,2022-02-01,50.0
ScheduledDomestic,Total Domestic,2022,3,80948,138064.413,77447.667,10619642.0,10303960.55,12526336.472,82.258,54790.626,2508.036,57298.662,902379.369,66352.436,2798.032,971529.838,1377135.17,70.547,2022-03-01,50.0
ScheduledDomestic,Total Domestic,2022,4,82056,140805.155,75866.247,10549088.0,10358205.732,12866084.866,80.508,53054.654,2685.061,55739.715,909250.337,65095.926,2980.132,977326.395,1435686.72,68.074,2022-04-01,50.0
ScheduledDomestic,Total Domestic,2022,5,86460,150271.389,80310.685,11470422.0,11296421.489,13625641.243,82.906,59913.836,2431.474,62345.31,989466.064,74307.834,2773.749,1066547.647,1493794.225,71.399,2022-05-01,50.0
ScheduledDomestic,Total Domestic,2022,6,83227,144081.0,77051.098,10514030.0,10336220.356,13072889.806,79.066,59239.114,2432.284,61671.398,906953.925,72950.405,2724.886,982629.216,1435920.05,68.432,2022-06-01,50.0
ScheduledDomestic,Total Domestic,2022,7,77875,134506.193,71378.84,9704934.0,9490947.17,12171655.028,77.976,59216.508,2724.753,61941.261,836376.151,72574.735,2942.156,911893.042,1340844.459,68.009,2022-07-01,50.0
ScheduledDomestic,Total Domestic,2022,8,79675,137319.613,73004.346,10115739.0,9793070.934,12423133.664,78.829,54290.641,2745.417,57036.058,860982.413,66983.845,2900.982,930867.24,1366499.148,68.121,2022-08-01,50.0
ScheduledDomestic,Total Domestic,2022,9,78018,121057.396,75411.923,10346833.0,9948401.47,12176891.893,81.699,55749.786,2828.369,58578.155,875201.502,67888.06,2961.208,946050.769,1338805.996,70.664,2022-09-01,50.0
ScheduledDomestic,Total Domestic,2022,10,84411,146089.043,78323.664,11400977.0,11114186.865,13357584.147,83.205,54819.402,2454.077,57273.479,1017086.961,77722.011,2540.816,1097349.789,1570681.626,69.865,2022-10-01,50.0
ScheduledDomestic,Total Domestic,2022,11,81994,141711.76,74161.81,11678582.0,11309408.439,12896110.379,87.696,52882.422,2671.225,55553.647,990671.915,61211.752,2564.817,1054448.484,1417838.88,74.37,2022-11-01,50.0
ScheduledDomestic,Total Domestic,2022,12,88128,148924.766,83787.993,12735454.0,12338508.321,13888987.929,88.837,54378.999,2783.921,57162.92,1080393.856,62935.06,2613.075,1145941.992,1527685.701,75.012,2022-12-01,50.0
ScheduledDomestic,Total Domestic,2023,1,90255,156603.907,81543.713,12551028.0,12076436.156,14230895.68,84.861,51419.4,2994.64,54414.04,1057894.74,60425.882,2526.117,1120846.739,1566587.642,71.547,2023-01-01,50.0
ScheduledDomestic,Total Domestic,2023,2,83384,143901.503,75024.997,12068372.0,11604148.11,13133152.954,88.358,51923.776,3151.285,55075.061,1017514.076,95557.382,3114.782,1116186.24,1538554.562,72.548,2023-02-01,50.0
ScheduledDomestic,Total Domestic,2023,3,92238,159301.831,82967.701,12893197.0,12426170.421,14506243.726,85.661,57843.456,3455.253,61298.708,1089331.504,111576.478,3174.535,1204082.517,1715193.458,70.201,2023-03-01,50.0
ScheduledDomestic,Total Domestic,2023,4,88734,155009.007,80144.485,12888410.0,12404425.443,14042821.756,88.333,55893.545,3176.85,59070.394,1087790.757,114940.309,3019.038,1205750.104,1677690.167,71.87,2023-04-01,50.0
ScheduledDomestic,Total Domestic,2023,5,88175,150971.767,79191.298,13214182.0,12691564.55,13846388.478,91.66,61278.978,3309.954,64588.932,1112924.801,125564.476,3264.065,1241753.342,1670688.458,74.326,2023-05-01,50.0
ScheduledDomestic,Total Domestic,2023,6,84316,145280.271,76227.455,12486601.0,12088470.697,13309594.444,90.825,59272.693,3596.753,62869.446,1061997.817,120396.337,3166.797,1185560.952,1610917.491,73.595,2023-06-01,50.0
ScheduledDomestic,Total Domestic,2023,7,87086,151799.965,97420.48,12100030.0,11606077.75,13795622.275,84.129,61218.124,3830.001,65048.124,1020140.922,112392.326,3604.532,1136137.78,1643604.476,69.125,2023-07-01,50.0
ScheduledDomestic,Total Domestic,2023,8,88237,152349.242,79942.811,12422673.0,11933920.133,14082444.312,84.743,61668.215,4089.017,65757.232,1049906.366,122452.045,3944.096,1176302.507,1713045.038,68.667,2023-08-01,50.0
ScheduledDomestic,Total Domestic,2023,9,86294,150543.227,72619.449,12246549.0,11790940.081,13770514.215,85.625,57856.705,3518.05,61374.755,1036300.98,96607.917,3382.472,1136291.369,1638939.809,69.331,2023-09-01,50.0
ScheduledDomestic,Total Domestic,2023,10,90887,156855.443,76630.338,12636742.0,12306501.461,14555249.139,84.55,60306.262,3571.023,63877.285,1081846.842,70530.588,3434.533,1155811.963,1647351.431,70.162,2023-10-01,50.0
ScheduledDomestic,Total Domestic,2023,11,89000,154862.85,74030.628,12735394.0,12354847.808,14317028.886,86.295,59524.527,3787.996,63312.523,1082871.192,69364.488,3643.298,1155878.978,1620959.946,71.308,2023-11-01,50.0
ScheduledDomestic,Total Domestic,2023,12,91529,159680.313,82918.777,13797352.0,13412434.493,14785876.648,90.711,59608.396,4105.206,63713.602,1177066.555,69629.847,3951.972,1250648.374,1675898.889,74.626,2023-12-01,50.0
ScheduledDomestic,Total Domestic,2024,1,88285,153450.083,79281.124,13131603.0,12586987.422,14112060.752,89.193,56124.782,4089.085,60213.867,1111569.448,71422.005,4429.365,1187420.818,1599962.042,74.216,2024-01-01,50.0
ScheduledDomestic,Total Domestic,2024,2,86423,149303.73,77207.128,12647306.0,12167513.132,13670247.715,89.007,58452.881,4358.484,62811.365,1066924.442,72146.285,4623.267,1143693.994,1557824.677,73.416,2024-02-01,50.0
ScheduledDomestic,Total Domestic,2024,3,94150,163359.283,84476.78,13367468.0,12907734.493,15001533.429,86.043,61873.72,3940.272,65813.992,1112001.072,75208.343,4210.732,1191420.146,1687702.179,70.594,2024-03-01,50.0
ScheduledDomestic,Total Domestic,2024,4,91733,156752.094,82252.75,13200048.0,12698343.114,14629152.313,86.802,55590.862,3553.619,59144.481,1111295.976,69910.478,3726.314,1184932.768,1628019.838,72.784,2024-04-01,50.0
ScheduledDomestic,Total Domestic,2024,5,93551,163681.983,83367.63,13795301.0,13269977.942,14933348.1,88.861,66085.161,3400.111,69485.272,1206287.742,77054.734,3320.52,1286662.995,1679079.456,76.629,2024-05-01,50.0
ScheduledDomestic,Total Domestic,2024,6,91493,160721.053,82100.694,13205828.0,12749368.114,14599559.232,87.327,63787.9,3604.745,67392.645,1160333.683,74533.352,3468.51,1238335.546,1607837.651,77.019,2024-06-01,50.0
ScheduledDomestic,Total Domestic,2024,7,92066,163437.664,82134.869,12986105.0,12493831.968,14696022.269,85.015,64716.317,3722.285,68438.602,1138141.245,76014.056,3479.638,1217634.939,1616258.526,75.337,2024-07-01,50.0
ScheduledDomestic,Total Domestic,2024,8,94682,167101.048,84614.191,13130699.0,12554284.206,15160868.528,82.807,63758.323,3538.425,67296.748,1145773.522,74846.666,3354.561,1223974.749,1668973.64,73.337,2024-08-01,50.0
ScheduledDomestic,Total Domestic,2024,9,92912,164274.926,83275.908,13027336.0,12504099.452,15062564.61,83.014,64288.073,2964.468,67252.541,1128013.653,75012.589,2843.925,1205870.166,1655373.594,72.846,2024-09-01,50.0
ScheduledDomestic,Total Domestic,2024,10,98186,174059.978,89104.095,13657193.0,13250708.525,16079937.08,82.405,68078.216,3099.203,71177.419,1194888.671,78430.215,2942.222,1276261.109,1766931.791,72.23,2024-10-01,50.0
ScheduledDomestic,Total Domestic,2024,11,94818,170824.209,86676.132,14250266.0,13932673.24,15584880.916,89.399,57003.385,3447.045,60450.43,1257315.402,66243.964,3258.443,1326817.809,1698734.099,78.106,2024-11-01,50.0
ScheduledDomestic,Total Domestic,2024,12,99013,180390.244,90224.315,14926352.0,14605597.663,16437901.131,88.853,62989.516,4176.873,67166.389,1316172.499,72127.879,3864.781,1392165.158,1775932.588,78.391,2024-12-01,50.0
ScheduledDomestic,Total Domestic,2025,1,98349,179964.352,89773.1,14702387.0,14408878.311,16319186.922,88.29,60016.539,4204.348,64220.886,1300546.552,69380.736,3883.643,1373810.931,1752946.737,78.37,2025-01-01,50.0
ScheduledDomestic,Total Domestic,2025,2,92319,169037.574,84313.73,14118495.0,13830670.08,15293560.877,90.43,54560.896,3792.223,58353.119,1245552.242,62958.879,3581.427,1312092.548,1642153.721,79.9,2025-02-01,50.0
ScheduledDomestic,Total Domestic,2025,3,102319,187150.222,93616.474,14541682.0,14245085.074,17000558.102,83.79,64833.728,3587.544,68421.272,1281653.495,74582.36,3249.47,1359485.325,1826240.432,74.44,2025-03-01,50.0
ScheduledDomestic,Total Domestic,2025,4,98211,181835.192,89847.037,14314688.0,14019254.017,16279343.898,86.12,62630.773,3351.198,65981.971,1265245.934,72694.041,3042.499,1340982.475,1771164.269,75.71,2025-04-01,50.0
